"product_category_name","cancel_rate"
dvds_blu_ray,3.1250000000000000
construcao_ferramentas_seguranca,2.5773195876288660
fraldas_higiene,2.5641025641025641
construcao_ferramentas_jardim,1.6806722689075630
instrumentos_musicais,1.6176470588235294
livros_interesse_geral,1.2658227848101266
eletrodomesticos_2,1.2605042016806723
eletroportateis,1.1782032400589102
telefonia_fixa,1.1363636363636364
consoles_games,0.87950747581354441513
